"success","rt","part","trial_type","trial_index","time_elapsed","internal_node_id","response","stimulus","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_color_final","color_change_delay","target_color_proportion","motion_change_delay","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","task","correct_responce","revs","correctNum","totalTrials","proportionColor","proportionMotion","data_label"
"","557","color_pract","rdk","16","59607","0.0-0.0-2.0-1.0-0.0-0.0-1.4","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.66","0","circle","black","3","2","2","16.606060606060606","[11,16,17,17,17,17,17,17,17,17,17,17,18,14,20,13,16,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17]","33","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.66","0.24",""
"","null","","html-keyboard-response","17","60109","0.0-0.0-2.0-1.0-0.0-0.0-2.4","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","18","60610","0.0-0.0-2.0-1.0-0.0-0.0-0.5","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","385","color_pract","rdk","19","60998","0.0-0.0-2.0-1.0-0.0-0.0-1.5","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.68","0","circle","black","3","2","2","16.565217391304348","[13,17,17,16,17,17,17,17,17,16,16,17,16,17,17,17,17,17,16,17,17,17,16]","23","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.68","0.24",""
"","null","","html-keyboard-response","20","61500","0.0-0.0-2.0-1.0-0.0-0.0-2.5","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","21","62002","0.0-0.0-2.0-1.0-0.0-0.0-0.6","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","410","color_pract","rdk","22","62414","0.0-0.0-2.0-1.0-0.0-0.0-1.6","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.7000000000000001","0","circle","black","3","2","2","16.875","[40,2,14,16,17,17,17,17,17,17,16,17,16,17,17,16,16,17,16,17,16,17,16,17]","24","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.7000000000000001","0.24",""
"","null","","html-keyboard-response","23","62916","0.0-0.0-2.0-1.0-0.0-0.0-2.6","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","24","63417","0.0-0.0-2.0-1.0-0.0-0.0-0.7","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","377","color_pract","rdk","25","63796","0.0-0.0-2.0-1.0-0.0-0.0-1.7","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.7000000000000001","0","circle","black","3","2","2","16.26086956521739","[5,17,16,16,17,16,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17]","23","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.7000000000000001","0.24",""
"","null","","html-keyboard-response","26","64297","0.0-0.0-2.0-1.0-0.0-0.0-2.7","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","27","64798","0.0-0.0-2.0-1.0-0.0-0.0-0.8","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","436","color_pract","rdk","28","65235","0.0-0.0-2.0-1.0-0.0-0.0-1.8","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.7200000000000001","0","circle","black","3","2","2","17.12","[9,16,40,27,6,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17]","25","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.7200000000000001","0.24",""
"","null","","html-keyboard-response","29","65737","0.0-0.0-2.0-1.0-0.0-0.0-2.8","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","30","66239","0.0-0.0-2.0-1.0-0.0-0.0-0.9","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","402","color_pract","rdk","31","66643","0.0-0.0-2.0-1.0-0.0-0.0-1.9","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.7400000000000001","0","circle","black","3","2","2","16.625","[15,16,16,17,17,16,17,17,17,17,17,16,17,17,17,17,16,17,16,17,17,17,16,17]","24","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.7400000000000001","0.24",""
"","null","","html-keyboard-response","32","67144","0.0-0.0-2.0-1.0-0.0-0.0-2.9","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","33","67646","0.0-0.0-2.0-1.0-0.0-0.0-0.10","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","360","color_pract","rdk","34","68007","0.0-0.0-2.0-1.0-0.0-0.0-1.10","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.7400000000000001","0","circle","black","3","2","2","16.428571428571427","[12,16,16,15,17,17,17,17,16,17,17,17,17,17,16,17,17,17,16,17,17]","21","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.7400000000000001","0.24",""
"","null","","html-keyboard-response","35","68511","0.0-0.0-2.0-1.0-0.0-0.0-2.10","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","36","69013","0.0-0.0-2.0-1.0-0.0-0.0-0.11","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","461","color_pract","rdk","37","69476","0.0-0.0-2.0-1.0-0.0-0.0-1.11","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.7600000000000001","0","circle","black","3","2","2","16.392857142857142","[7,17,18,15,17,17,16,17,17,17,17,16,16,17,17,16,17,17,17,17,17,17,16,16,17,17,17,17]","28","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.7600000000000001","0.24",""
"","null","","html-keyboard-response","38","69978","0.0-0.0-2.0-1.0-0.0-0.0-2.11","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","39","70479","0.0-0.0-2.0-1.0-0.0-0.0-0.12","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","383","color_pract","rdk","40","70864","0.0-0.0-2.0-1.0-0.0-0.0-1.12","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.7800000000000001","0","circle","black","3","2","2","16.217391304347824","[9,26,6,17,15,16,17,16,16,17,17,17,17,16,17,16,17,17,17,16,17,17,17]","23","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.7800000000000001","0.24",""
"","null","","html-keyboard-response","41","71365","0.0-0.0-2.0-1.0-0.0-0.0-2.12","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","42","71867","0.0-0.0-2.0-1.0-0.0-0.0-0.13","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","373","color_pract","rdk","43","72241","0.0-0.0-2.0-1.0-0.0-0.0-1.13","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.7800000000000001","0","circle","black","3","2","2","16.130434782608695","[3,16,29,11,13,20,17,11,22,22,18,6,15,21,19,11,16,16,17,17,17,17,17]","23","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.7800000000000001","0.24",""
"","null","","html-keyboard-response","44","72743","0.0-0.0-2.0-1.0-0.0-0.0-2.13","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","45","73244","0.0-0.0-2.0-1.0-0.0-0.0-0.14","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","494","color_pract","rdk","46","73740","0.0-0.0-2.0-1.0-0.0-0.0-1.14","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.7800000000000001","0","circle","black","3","2","2","16.533333333333335","[8,18,15,17,17,16,23,11,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,15,17,17,17,17]","30","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.7800000000000001","0.24",""
"","null","","html-keyboard-response","47","74242","0.0-0.0-2.0-1.0-0.0-0.0-2.14","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","48","74743","0.0-0.0-2.0-1.0-0.0-0.0-0.15","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","369","color_pract","rdk","49","75114","0.0-0.0-2.0-1.0-0.0-0.0-1.15","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.7800000000000001","0","circle","black","3","2","2","16.272727272727273","[7,16,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,16,16,16,17,17]","22","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.7800000000000001","0.24",""
"","null","","html-keyboard-response","50","75615","0.0-0.0-2.0-1.0-0.0-0.0-2.15","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","51","76117","0.0-0.0-2.0-1.0-0.0-0.0-0.16","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","531","color_pract","rdk","52","76650","0.0-0.0-2.0-1.0-0.0-0.0-1.16","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.8","0","circle","black","3","2","2","16.28125","[4,16,21,22,9,10,16,17,17,17,16,17,17,17,17,16,17,18,17,17,16,17,17,17,17,17,17,17,17,17,17,17]","32","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.8","0.24",""
"","null","","html-keyboard-response","53","77155","0.0-0.0-2.0-1.0-0.0-0.0-2.16","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","54","77656","0.0-0.0-2.0-1.0-0.0-0.0-0.17","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","481","color_pract","rdk","55","78140","0.0-0.0-2.0-1.0-0.0-0.0-1.17","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.8","0","circle","black","3","2","2","16.448275862068964","[9,16,16,16,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,16,18,16,17,16,17,17]","29","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.8","0.24",""
"","null","","html-keyboard-response","56","78642","0.0-0.0-2.0-1.0-0.0-0.0-2.17","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","57","79144","0.0-0.0-2.0-1.0-0.0-0.0-0.18","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","427","color_pract","rdk","58","79572","0.0-0.0-2.0-1.0-0.0-0.0-1.18","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.8","0","circle","black","3","2","2","16.384615384615383","[5,17,16,17,17,19,15,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,16,21,13]","26","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.8","0.24",""
"","null","","html-keyboard-response","59","80075","0.0-0.0-2.0-1.0-0.0-0.0-2.18","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","60","80575","0.0-0.0-2.0-1.0-0.0-0.0-0.19","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","436","color_pract","rdk","61","81014","0.0-0.0-2.0-1.0-0.0-0.0-1.19","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.8","0","circle","black","3","2","2","16.423076923076923","[7,18,20,18,9,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","26","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.8","0.24",""
"","null","","html-keyboard-response","62","81515","0.0-0.0-2.0-1.0-0.0-0.0-2.19","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","63","82016","0.0-0.0-2.0-1.0-0.0-0.0-0.20","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","559","color_pract","rdk","64","82575","0.0-0.0-2.0-1.0-0.0-0.0-1.20","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","10.194928520823122","0.8","0","circle","black","3","2","2","16.87878787878788","[15,17,17,17,17,17,17,16,17,17,17,16,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,18,18]","33","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","d","","","","0.8","0.24",""
"","null","","html-keyboard-response","65","83078","0.0-0.0-2.0-1.0-0.0-0.0-2.20","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","66","83580","0.0-0.0-2.0-1.0-0.0-0.0-0.21","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","612","color_pract","rdk","67","84193","0.0-0.0-2.0-1.0-0.0-0.0-1.21","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","10.194928520823122","0.8","0","circle","black","3","2","2","16.486486486486488","[2,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17]","37","568","461","false","20","20","black","1","false","1","1","2194","1234","rdk","k","","","","0.8","0.24",""
