"Participant_ID" "judge_type" "difficulty" "coherence" "target_color_proportion" "trial_num"
1 "motion" "easy_formal" 0.18 0 4
1 "motion" "easy_formal" 0.18 0 5
1 "motion" "easy_formal" 0.18 0 6
1 "motion" "easy_formal" 0.18 0 7
1 "motion" "easy_formal" 0.18 0 8
1 "motion" "easy_formal" 0.18 0 9
1 "motion" "easy_formal" 0.18 0 10
1 "motion" "easy_formal" 0.18 0 11
1 "motion" "easy_formal" 0.18 0 12
1 "motion" "easy_formal" 0.18 0 13
1 "motion" "easy_formal" 0.18 0 14
1 "motion" "easy_formal" 0.18 0 15
1 "motion" "easy_formal" 0.18 0 16
1 "motion" "easy_formal" 0.18 0 17
1 "motion" "easy_formal" 0.18 0 18
1 "motion" "easy_formal" 0.18 0 19
1 "motion" "easy_formal" 0.18 0 20
1 "motion" "easy_formal" 0.18 0 21
1 "motion" "easy_formal" 0.18 0 22
1 "motion" "easy_formal" 0.18 0 23
1 "motion" "easy_formal" 0.18 0 24
1 "motion" "easy_formal" 0.177 0 25
1 "motion" "easy_formal" 0.177 0 26
1 "motion" "easy_formal" 0.177 0 27
1 "motion" "easy_formal" 0.177 0 28
1 "motion" "easy_formal" 0.177 0 29
1 "motion" "easy_formal" 0.177 0 30
1 "motion" "easy_formal" 0.177 0 31
1 "motion" "easy_formal" 0.177 0 32
1 "motion" "easy_formal" 0.177 0 33
1 "motion" "easy_formal" 0.177 0 34
1 "motion" "easy_formal" 0.177 0 35
1 "motion" "easy_formal" 0.177 0 36
1 "motion" "easy_formal" 0.177 0 37
1 "motion" "easy_formal" 0.177 0 38
1 "motion" "easy_formal" 0.177 0 39
1 "motion" "easy_formal" 0.177 0 40
1 "motion" "easy_formal" 0.177 0 41
1 "motion" "easy_formal" 0.177 0 42
1 "motion" "easy_formal" 0.177 0 43
1 "motion" "easy_formal" 0.177 0 44
1 "motion" "easy_formal" 0.177 0 45
1 "motion" "easy_formal" 0.177 0 46
1 "motion" "easy_formal" 0.177 0 47
1 "motion" "easy_formal" 0.177 0 48
1 "motion" "easy_formal" 0.17775 0 49
1 "motion" "easy_formal" 0.17775 0 50
1 "motion" "easy_formal" 0.17775 0 51
1 "motion" "easy_formal" 0.17775 0 52
